iter	Logloss
128	0.6175083034
129	0.6170344872
130	0.6164503143
131	0.6159099584
132	0.6154140436
133	0.6149188621
134	0.6144072743
135	0.6139458449
136	0.6134844371
137	0.6129795432
138	0.6125806519
139	0.6121157894
140	0.6115425223
141	0.6110362158
142	0.6105800542
143	0.6100776855
144	0.6095426577
145	0.6090664221
146	0.6085350916
147	0.6080396941
148	0.6075104666
149	0.6069922124
150	0.6065043778
151	0.6060039769
152	0.6054693586
153	0.6049473773
154	0.6044474
155	0.6039219644
156	0.6033908144
157	0.602873513
158	0.6023909134
159	0.6019736982
160	0.6015700249
161	0.6011898427
162	0.6007221971
163	0.6003011171
164	0.5997871417
165	0.5993739043
166	0.5988676501
167	0.5983785283
168	0.5980105491
169	0.5974731959
170	0.5970335634
171	0.5965785697
172	0.596074278
173	0.5955823337
174	0.5950767186
175	0.5945939302
176	0.5941794817
177	0.593676027
178	0.5931597148
179	0.5927394113
180	0.5922796525
181	0.5918476204
182	0.5913377669
183	0.5910306745
184	0.5905951347
185	0.5900913252
186	0.5896531204
187	0.5891274828
188	0.5886815781
189	0.5882411543
190	0.5877407168
191	0.5872969824
192	0.5868052715
193	0.5862935117
194	0.5858862749
195	0.5854682812
196	0.5849704447
197	0.5845401323
198	0.5841391078
199	0.5837335965
200	0.5833074138
201	0.5828295483
202	0.5823558406
203	0.5818612939
204	0.581377748
205	0.5808784986
206	0.5804308424
207	0.5799808933
208	0.5795556223
209	0.5791568225
210	0.5787968518
211	0.5782627893
212	0.5778444625
213	0.5773273639
214	0.5768664832
215	0.5764242537
216	0.5759368074
217	0.5755109667
218	0.5750721866
219	0.5746471697
220	0.5742604022
221	0.5738390794
222	0.5733690559
223	0.572902036
224	0.5725647129
225	0.5720742177
226	0.5716207571
227	0.5712052138
228	0.5707585435
229	0.5702997392
230	0.5698546638
231	0.5694263831
232	0.5689674729
233	0.5686208031
234	0.5682619222
235	0.5678809576
236	0.5674640151
237	0.5670744953
238	0.5666252295
239	0.5661519052
240	0.5657467481
241	0.5653619337
242	0.5649755456
243	0.5645071329
244	0.5641739118
245	0.5637324756
246	0.5632799165
247	0.5629634236
248	0.5625611894
249	0.5621983245
250	0.5618076915
251	0.5613812851
252	0.5610613812
253	0.5606760744
254	0.5603026496
255	0.5598925084
256	0.5595224926
257	0.5591802305
258	0.5587512511
259	0.5584099597
260	0.5580368849
261	0.5575296736
262	0.5572333593
263	0.5568032921
264	0.5563823094
265	0.5560311492
266	0.5555923784
267	0.5551737939
268	0.5548140238
269	0.5544283865
270	0.5539853112
271	0.5535698865
272	0.5531633482
273	0.5528223123
274	0.5524125022
275	0.5520802901
276	0.5516755696
277	0.551240235
278	0.5508750913
279	0.5504827792
280	0.5501167256
281	0.5497279678
282	0.5493801741
283	0.5490320909
284	0.5486601495
285	0.5482901123
286	0.5479212277
287	0.5476102805
288	0.547161902
289	0.5467923605
290	0.5464032667
291	0.5460525427
292	0.5456076693
293	0.5452074724
294	0.5447978828
295	0.5444907716
296	0.544150527
297	0.543810287
298	0.5435310317
299	0.5431846565
300	0.5428776992
301	0.5424884542
302	0.542076724
303	0.5417375582
304	0.5413584567
305	0.54102628
306	0.5407281679
307	0.5403541726
308	0.5399823646
309	0.5396498521
310	0.5392786365
311	0.5389301592
312	0.5385354801
313	0.5382265616
314	0.5379324702
315	0.5376113471
316	0.5372582509
317	0.5368561227
318	0.5365152414
319	0.5361539878
320	0.5357788033
321	0.535445442
322	0.5351410424
323	0.5348113695
324	0.5344138609
325	0.5340392024
326	0.5336635814
327	0.5332920102
328	0.5329500302
329	0.5326594158
330	0.5323633928
331	0.5319845402
332	0.531650977
333	0.5313212998
334	0.5309614281
335	0.5306339852
336	0.5302827509
337	0.5299790331
338	0.5296403002
339	0.5293193612
340	0.528923979
341	0.5285762024
342	0.5283111423
343	0.5279880998
344	0.5276601024
345	0.5273615497
346	0.5270939323
347	0.5268036688
348	0.5264711178
349	0.5261256148
350	0.5257563574
351	0.5254168019
352	0.5251050643
353	0.5247559257
354	0.5243762718
355	0.5241092196
356	0.5237574437
357	0.52344123
358	0.5231701468
359	0.5228038618
360	0.5224373044
361	0.5221897817
362	0.521846656
363	0.5215320595
364	0.5212448815
365	0.5209382729
366	0.5206863253
367	0.5203953651
368	0.5200715605
369	0.5198115812
370	0.5195072318
371	0.5191965701
372	0.5188474755
373	0.5185655764
374	0.5182667109
375	0.5179802552
376	0.5176048193
377	0.5173286271
378	0.5170680283
379	0.5167445253
380	0.5164678444
381	0.5161884598
382	0.5159317645
383	0.5155958229
384	0.5152912592
385	0.5149695479
386	0.514639993
387	0.5143595688
388	0.5140712543
389	0.5137541283
390	0.5134295155
391	0.5131316156
392	0.5128910357
393	0.5126354916
394	0.5123992862
395	0.5121294817
396	0.511796018
397	0.5115465501
398	0.5112653573
399	0.5109669471
400	0.5106907727
401	0.5103537719
402	0.5100273559
403	0.5097731175
404	0.5094756514
405	0.5091842599
406	0.5088991098
407	0.50856105
408	0.508242017
409	0.5080144202
410	0.5077074791
411	0.5074306481
412	0.5071142868
413	0.5068885924
414	0.5065610362
415	0.5062586789
416	0.5059741794
417	0.5057298643
418	0.5054989202
419	0.5052276814
420	0.5049474814
421	0.5046886811
422	0.504452873
423	0.5041855667
424	0.5039113015
425	0.503591637
426	0.5033020571
427	0.5030645155
428	0.5028153525
429	0.5025359419
430	0.5022153798
431	0.5018967068
432	0.5015898943
433	0.501357339
434	0.5010951464
435	0.5008659209
436	0.5006312493
437	0.5003452225
438	0.5000846715
439	0.4998773725
440	0.4996205042
441	0.4993644261
442	0.4991002598
443	0.4988498559
444	0.4986126175
445	0.498367479
446	0.4981576626
447	0.4979265676
448	0.4977099129
449	0.4974599222
450	0.4972378416
451	0.4970237053
452	0.4967957011
453	0.4965595739
454	0.4962770025
455	0.4959752489
456	0.4956908927
457	0.4953911344
458	0.495152068
459	0.4948718712
460	0.494631525
461	0.494384813
462	0.494177668
463	0.4939058006
464	0.4935850736
465	0.493364091
466	0.4931186102
467	0.4928725019
468	0.4925672459
469	0.4922780571
470	0.4919732636
471	0.4916827266
472	0.4914362774
473	0.4911809648
474	0.4908872801
475	0.4906125965
476	0.4903923801
477	0.4901518878
478	0.4898911454
479	0.4896314925
480	0.4894003295
481	0.4891723843
482	0.4889271304
483	0.4886400998
484	0.4884160845
485	0.488148587
486	0.4879097895
487	0.4876724535
488	0.4874010511
489	0.4871643152
490	0.4869219478
491	0.4866800949
492	0.4864199115
493	0.4861819373
494	0.4859833249
495	0.4857568412
496	0.4855459349
497	0.4852909297
498	0.4850607281
499	0.4848457742
500	0.4846486289
501	0.4843535776
502	0.4841443324
503	0.4839140516
504	0.4836134133
505	0.4834201507
506	0.4831466965
507	0.4828596162
508	0.4826137046
509	0.4823328126
510	0.4821120101
511	0.4818299963
512	0.4816459978
513	0.4814152805
514	0.4811909019
515	0.4809311348
516	0.4806887083
517	0.4804863078
518	0.4802391242
519	0.4800095992
520	0.4797597492
521	0.4795583805
522	0.4793446587
523	0.4791225494
524	0.4789204315
525	0.4787249438
526	0.4785217366
527	0.4782920393
528	0.4781078517
529	0.4778908148
530	0.4776273392
531	0.4774401882
532	0.4772179782
533	0.4769999191
534	0.4768082528
535	0.4765346939
536	0.476328594
537	0.4760457709
538	0.4758407817
539	0.4756003275
540	0.4753680161
541	0.4751368146
542	0.4749068988
543	0.4746544302
544	0.4744154904
545	0.4742278433
546	0.474012547
547	0.4737967692
548	0.4736178484
549	0.4733692684
550	0.4731612249
551	0.4729276832
552	0.4726926911
553	0.4724310307
554	0.4722108838
555	0.4719882581
556	0.4717822427
557	0.4715589815
558	0.4713557863
559	0.4711327881
560	0.4709309541
561	0.4707360956
562	0.4705085717
563	0.4702962041
564	0.4700683814
565	0.4698513751
566	0.469642622
567	0.4693801068
568	0.4691582052
569	0.4689351471
570	0.4687270325
571	0.468522297
572	0.4683187897
573	0.468136184
574	0.4679191328
575	0.4676967334
576	0.4675214148
577	0.467287279
578	0.4671043489
579	0.4669176228
580	0.4667387347
581	0.4665372984
582	0.466352156
583	0.4661372598
584	0.4659015917
585	0.4656923915
586	0.4654777108
587	0.4652503574
588	0.46506713
589	0.4648631567
590	0.4646757122
591	0.4645030503
592	0.4643061862
593	0.4641420797
594	0.4639902292
595	0.4637604088
596	0.463571111
597	0.4633753594
598	0.4631656928
599	0.4629798567
600	0.4627512398
601	0.4625901182
602	0.4624046759
603	0.4621995965
604	0.4620600312
605	0.4618626906
606	0.4616764648
607	0.4614845414
608	0.4612354975
609	0.461003109
610	0.4607660649
611	0.4605498883
612	0.4603871623
613	0.4602466103
614	0.4600234934
615	0.4598593854
616	0.4596783792
617	0.4595036395
618	0.4592715978
619	0.459121119
620	0.4589439797
621	0.4587310814
622	0.4585539158
623	0.4583889357
624	0.4581933991
625	0.4580558087
626	0.4578652379
627	0.4576909069
628	0.457512073
629	0.4573274489
630	0.4571798441
631	0.4570027624
632	0.4568215852
633	0.4566330971
634	0.4564693321
635	0.4562764603
636	0.4560747856
637	0.4559041501
638	0.4556906401
639	0.4555219587
640	0.4552995549
641	0.4551446402
642	0.4549793437
643	0.4548056321
644	0.4545878507
645	0.4543638181
646	0.4541674381
647	0.4540178613
648	0.4537911401
649	0.4535903732
650	0.4534052319
651	0.4532583289
652	0.4530801531
653	0.4529110711
654	0.4526943682
655	0.4525411405
656	0.4523487242
657	0.45219309
658	0.4520220864
659	0.4517889636
660	0.4516613043
661	0.4514464972
662	0.4512764202
663	0.4511000397
664	0.450924971
665	0.4507418253
666	0.4505529032
667	0.450388892
668	0.4502263835
669	0.4500449892
670	0.4499029506
671	0.4497137005
672	0.449542686
673	0.4493773393
674	0.4492074462
675	0.4490512036
676	0.4488958461
677	0.4487364606
678	0.4485340617
679	0.4483613651
680	0.4482051205
681	0.4480252067
682	0.4478751465
683	0.4477227639
684	0.447545212
685	0.4473785437
686	0.4472117531
687	0.4470447846
688	0.4468871589
689	0.446737282
690	0.4465428783
691	0.4463888346
692	0.4462218734
693	0.4460455155
694	0.4458792215
695	0.4456932127
696	0.4454780074
697	0.4453457188
698	0.4451985174
699	0.4450097829
700	0.4448489069
701	0.4446415537
702	0.4444505721
703	0.4443385794
704	0.4441612196
705	0.4439788004
706	0.4438442604
707	0.4436824443
708	0.44351032
709	0.4433622827
710	0.443200817
711	0.4430422308
712	0.4428866577
713	0.4427330263
714	0.442554472
715	0.4424079461
716	0.4422276236
717	0.4420547345
718	0.4418888591
719	0.4417244621
720	0.4415377522
721	0.4413309688
722	0.4411914516
723	0.4410447656
724	0.4409056973
725	0.4407193104
726	0.4405351364
727	0.4403841505
728	0.4401731218
729	0.439995593
730	0.4398061051
731	0.4396804277
732	0.4395614011
733	0.4394040545
734	0.4392212813
735	0.4390852671
736	0.4389559933
737	0.4387870575
738	0.438632159
739	0.4385030554
740	0.4383406006
741	0.4381971208
742	0.4380518273
743	0.4379094047
744	0.4377758308
745	0.4376427965
746	0.437490351
747	0.437370759
748	0.437236527
749	0.4370897448
750	0.4369248679
751	0.4367537872
752	0.436603451
753	0.4364651531
754	0.4363258617
755	0.4361846189
756	0.4360200789
757	0.4358518414
758	0.4356986876
759	0.4355620494
760	0.4354341748
761	0.4353135095
762	0.4351527745
763	0.4350003279
764	0.434857538
765	0.4347128446
766	0.4345934343
767	0.4344802425
768	0.4343374968
769	0.4342096431
770	0.4340708311
771	0.4338993345
772	0.4337740577
773	0.4336442987
774	0.433474453
775	0.4333144938
776	0.4332059837
777	0.4329984388
778	0.4328793355
779	0.4327378918
780	0.4326046564
781	0.4324428597
782	0.43232627
783	0.4322153749
784	0.4320415939
785	0.4318551242
786	0.4317471699
787	0.4315988477
788	0.4314267872
789	0.4312626922
790	0.4311094316
791	0.4309794351
792	0.4308526804
793	0.430691574
794	0.4305564074
795	0.4304034333
796	0.4302584531
797	0.4300862972
798	0.4299202565
799	0.4297773044
800	0.4296288848
801	0.4295120872
802	0.429385344
803	0.4292401381
804	0.4291222993
805	0.428967429
806	0.4288064908
807	0.4286732041
808	0.4285621266
809	0.4283993175
810	0.428239796
811	0.4281239431
812	0.4279935881
813	0.4278359268
814	0.4277066215
815	0.4275857072
816	0.4274457499
817	0.427332529
818	0.4272180702
819	0.4271129829
820	0.426931393
821	0.4267967749
822	0.426683395
823	0.4265482193
824	0.4264363267
825	0.4263133162
826	0.4262256937
827	0.4261116309
828	0.4259724413
829	0.4258596314
830	0.4257194286
831	0.4256087189
832	0.4254983329
833	0.4253689757
834	0.4252561649
835	0.425112679
836	0.424972468
837	0.4248476587
838	0.4247226745
839	0.42457861
840	0.4244107093
841	0.4242614205
842	0.4241219067
843	0.4240062292
844	0.4238896505
845	0.4237749068
846	0.4236374075
847	0.4235294348
848	0.4233916681
849	0.4232450447
850	0.4231091138
851	0.4229911654
852	0.4228644487
853	0.4227027136
854	0.4225922952
855	0.4225015473
856	0.4223485567
857	0.4222364158
858	0.4221244661
859	0.4220177514
860	0.4218839431
861	0.4217431572
862	0.4216248069
863	0.4215393007
864	0.4213939456
865	0.4212465849
866	0.4211315447
867	0.4209900126
868	0.4208601279
869	0.4207449697
870	0.4206298585
871	0.4204945097
872	0.4204057597
873	0.4203228819
874	0.4202051609
875	0.4200919225
876	0.4199320885
877	0.4198334766
878	0.4197201186
879	0.419594918
880	0.4194949454
881	0.4193924729
882	0.4192939655
883	0.4191622054
884	0.4190406282
885	0.4189289452
886	0.4187909924
887	0.4186546252
888	0.4185614551
889	0.4184674904
890	0.418343193
891	0.4181943523
892	0.4180582487
893	0.4179568535
894	0.4178259281
895	0.4177081327
896	0.417608468
897	0.4175064419
898	0.4173800552
899	0.4172765668
900	0.4171661995
901	0.41704303
902	0.4169437218
903	0.416830465
904	0.4167101755
905	0.4165740903
906	0.4164525455
907	0.4163527035
908	0.4162521676
909	0.4161034989
910	0.4159649033
911	0.4158453864
912	0.4157203366
913	0.4156171142
914	0.4155124123
915	0.4154098284
916	0.4152902164
917	0.415163447
918	0.4150625103
919	0.4149459507
920	0.4148353896
921	0.4147212106
922	0.4145927899
923	0.4144757082
924	0.4143566403
925	0.4142465324
926	0.4141520812
927	0.4140338865
928	0.4139320837
929	0.413831006
930	0.4137357796
931	0.413604361
932	0.4135091675
933	0.4133697286
934	0.413268113
935	0.4131779469
936	0.4130835445
937	0.4129817994
938	0.4128512334
939	0.4127268747
940	0.4125947383
941	0.4124822148
942	0.412358345
943	0.4122615666
944	0.4121591156
945	0.4120629551
946	0.4119420161
947	0.4118121008
948	0.4117263789
949	0.4115975705
950	0.4114831746
951	0.4113811593
952	0.4112410752
953	0.4111125167
954	0.4109978203
955	0.4109074873
956	0.4107726563
957	0.4106849057
958	0.4106051722
959	0.4105042629
960	0.4104099449
961	0.4103037596
962	0.4102049683
963	0.4100697037
964	0.4099553445
965	0.4098612961
966	0.4097651172
967	0.4096806513
968	0.4095776452
969	0.4094801012
970	0.4093505094
971	0.409242603
972	0.4091522463
973	0.4090388784
974	0.4089381323
975	0.4088220938
976	0.4087142147
977	0.408601778
978	0.4085063814
979	0.408423683
980	0.4083346175
981	0.4082519683
982	0.4081554614
983	0.4080322719
984	0.4079424211
985	0.4078490756
986	0.4077560323
987	0.4076762048
988	0.4075664789
989	0.4074547827
990	0.4073413952
991	0.4072507703
992	0.4072206884
993	0.4071292923
994	0.4070281318
995	0.406921683
996	0.4068179326
997	0.4067394217
998	0.4066108701
999	0.4065059735
